601899,紫金矿业
600489,中金黄金
600547,山东黄金
002155,湖南黄金
000975,银泰黄金
600988,赤峰黄金
601069,西部黄金
001337,四川黄金
000506,中润资源

# 000975 银泰黄金
# 002155 湖南黄金
# 000506 中润资源
# 600489 中金黄金
# 601069 西部黄金
# 600547 山东黄金
# 601899 紫金矿业
# 600988 赤峰黄金
# 001337 四川黄金
