 600717	天津港
 601326	秦港股份
 001872	招商港口
 601298	青岛港
 601000	唐山港
 600279	重庆港
 600017	日照港
 600190	锦州港
 601008	连云港
 600018	上港集团
 601018	宁波港
 002040	南 京 港
 000507	珠海港
 000088	盐 田 港
 601228	广州港
 000905	厦门港务
