,Unnamed: 0,股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅%,涨跌额
0,137,833580,科创新材,2024-02-07,5.66,7.1,7.1,5.66,84860,60584454.38,26.47,30.51,1.66
1,76,836961,西磁科技,2024-02-07,15.99,20.59,20.59,15.82,65272,129786997.78,30.19,30.32,4.79
2,137,873305,九菱科技,2024-02-07,11.97,15.79,15.79,11.75,68265,145385137.23,33.33,30.28,3.67
3,0,688709,成都华微,2024-02-07,21.33,19.69,24.88,19.51,489806,1034885037.0,34.23,25.49,4.0
4,137,836433,大唐药业,2024-02-07,5.11,5.54,5.91,4.84,262832,144934049.86,23.62,22.3,1.01
5,137,837092,汉鑫科技,2024-02-07,27.34,32.9,33.2,27.02,28067,82509472.61,22.62,20.42,5.58
6,137,300067,安诺其,2024-02-07,2.11,2.3,2.3,1.96,682016,152966162.0,17.8,20.42,0.39
7,137,301141,中科磁业,2024-02-07,24.79,29.96,29.96,24.33,55729,220605793.0,22.58,20.18,5.03
8,137,300799,*ST左江,2024-02-07,13.9,20.86,20.86,13.9,155433,253750541.0,40.05,20.02,3.48
9,137,301180,万祥科技,2024-02-07,13.67,13.67,13.67,13.67,38953,53248135.0,0.0,20.02,2.28
10,137,300208,*ST中程,2024-02-07,2.52,3.12,3.12,2.45,396808,111960308.0,25.77,20.0,0.52
11,119,301510,固高科技,2024-02-07,23.36,28.15,28.15,23.36,31320,83849895.0,20.42,19.99,4.69
12,137,300432,富临精工,2024-02-07,6.25,7.45,7.45,6.25,380152,276235519.0,19.32,19.97,1.24
13,137,301306,西测测试,2024-02-07,21.0,24.64,24.64,18.96,42722,90638396.0,27.65,19.96,4.1
14,137,688567,孚能科技,2024-02-07,11.75,13.93,14.0,11.75,177643,232187436.0,19.05,17.95,2.12
15,137,688114,华大智造,2024-02-07,77.0,79.85,79.85,69.88,51720,388344150.0,14.66,17.43,11.85
16,137,688331,荣昌生物,2024-02-07,43.76,48.75,48.96,41.78,64880,299126024.0,17.19,16.68,6.97
17,137,300128,锦富技术,2024-02-07,3.6,4.2,4.28,3.53,883080,343106689.0,20.72,16.02,0.58
18,137,688153,唯捷创芯,2024-02-07,51.0,58.82,60.9,49.85,25752,146733776.0,21.77,15.88,8.06
19,137,871634,新威凌,2024-02-07,10.91,12.7,14.28,10.91,53567,69117373.02,30.64,15.45,1.7
20,137,688778,厦钨新能,2024-02-07,30.41,35.15,35.63,30.39,46093,153706485.0,17.21,15.44,4.7
21,137,300224,正海磁材,2024-02-07,8.93,10.32,10.45,8.9,241471,245845650.0,17.28,15.05,1.35
22,137,836807,奔朗新材,2024-02-07,5.19,5.92,6.67,5.15,64597,39619294.45,29.51,14.95,0.77
23,137,688032,禾迈股份,2024-02-07,189.8,215.89,220.0,189.8,20606,426705347.0,16.0,14.41,27.19
24,137,300108,*ST吉药,2024-02-07,2.0,2.24,2.32,1.97,265694,54877897.0,17.86,14.29,0.28
25,137,832089,禾昌聚合,2024-02-07,14.0,15.02,17.1,13.99,52738,84724333.03,23.63,14.13,1.86
26,137,688127,蓝特光学,2024-02-07,17.53,19.74,19.87,17.37,81844,153620529.0,14.28,12.74,2.23
27,137,688180,君实生物-U,2024-02-07,27.98,31.56,31.56,27.84,131574,401346125.0,13.29,12.71,3.56
28,137,301391,卡莱特,2024-02-07,72.64,81.96,85.14,71.76,17114,194103790.0,18.32,12.2,8.91
29,137,688099,晶晨股份,2024-02-07,48.14,54.09,54.58,47.62,86998,447357985.0,14.41,11.99,5.79
30,141,688027,国盾量子,2024-02-07,82.9,91.0,95.0,81.88,16969,151461593.0,16.14,11.96,9.72
31,137,300888,稳健医疗,2024-02-07,34.2,38.24,38.28,34.01,65839,241211865.0,12.48,11.78,4.03
32,137,688728,格科微,2024-02-07,17.8,19.96,20.16,17.62,188235,360920654.0,14.21,11.63,2.08
33,137,300088,长信科技,2024-02-07,4.38,4.87,4.87,4.36,1124112,530783915.0,11.67,11.44,0.5
34,137,300363,博腾股份,2024-02-07,16.55,18.29,18.4,16.5,218329,401681749.0,11.56,11.32,1.86
35,137,688200,华峰测控,2024-02-07,76.4,84.65,85.38,76.4,27518,228631121.0,11.79,11.18,8.51
36,137,688520,神州细胞-U,2024-02-07,40.58,44.87,44.87,40.58,37080,161505965.0,10.63,11.17,4.51
37,137,688686,奥普特,2024-02-07,72.87,81.44,81.67,72.87,10908,87256956.0,12.01,11.11,8.14
38,137,688690,纳微科技,2024-02-07,19.8,21.98,22.09,19.76,82353,174494267.0,11.77,11.07,2.19
39,137,300529,健帆生物,2024-02-07,18.1,19.95,19.95,18.08,140674,278980894.0,10.39,10.83,1.95
40,137,2895,川恒股份,2024-02-07,13.78,15.08,15.08,13.68,85529,135451643.53,10.28,10.72,1.46
