股票代码,股票名称,最新价,涨跌幅,涨跌额,成交量（手）,成交额,振幅,换手率,市盈率,量比,最高,最低,今开,昨收,市净率
301618,N长联,188.88,794.32,167.76,123384,1451491857.68,582.39,76.59,135.67,-,222.0,99.0,99.0,21.12,2.08
301551,C无线,74.2,46.52,23.56,210794,1331241690.01,49.57,59.39,117.94,1.43,76.66,51.56,59.0,50.64,-1.37
688615,C合合,179.0,43.19,53.99,66440,1039473138.0,40.09,35.35,40.54,1.24,186.0,135.88,145.83,125.01,3.35
831370,新安洁,2.73,30.0,0.63,263604,68687452.67,23.81,9.86,-22.91,17.49,2.73,2.23,2.25,2.1,0.0
837592,华信永道,42.99,30.0,9.92,27131,116468521.83,6.02,7.11,-53.43,0.63,42.99,41.0,42.99,33.07,0.0
430090,同辉信息,4.9,29.97,1.13,350981,169588952.47,10.61,20.47,-51.2,8.65,4.9,4.5,4.8,3.77,0.0
830799,艾融软件,17.78,29.97,4.1,181947,310686848.71,13.01,15.07,89.5,3.0,17.78,16.0,16.5,13.68,0.0
832802,保丽洁,11.41,29.95,2.63,49816,52738942.37,26.31,31.38,42.56,9.77,11.41,9.1,9.9,8.78,0.0
839790,联迪信息,12.07,29.92,2.78,93748,108429618.04,19.05,17.25,1530.03,5.52,12.07,10.3,10.88,9.29,0.0
872953,国子软件,19.2,29.73,4.4,57370,103338359.11,18.18,22.11,75.44,3.89,19.2,16.51,16.58,14.8,1.05
833030,立方控股,15.29,29.47,3.48,81265,111016085.81,24.98,32.12,-23.61,3.77,15.31,12.36,12.36,11.81,0.2
832171,志晟信息,10.48,29.38,2.38,101237,100113090.34,15.06,15.05,-32.49,3.66,10.5,9.28,9.28,8.1,2.24
838262,太湖雪,15.26,27.81,3.32,43716,62219671.71,21.94,17.18,36.27,8.89,15.42,12.8,12.8,11.94,1.67
835368,连城数控,30.2,26.89,6.4,76447,217637266.82,16.01,6.0,10.97,5.35,30.7,26.89,27.22,23.8,0.33
872895,花溪科技,9.73,25.55,1.98,24919,22435805.17,22.19,13.41,359.96,9.87,9.85,8.13,8.13,7.75,0.0
836239,长虹能源,24.49,25.46,4.97,38078,85442760.16,21.41,7.66,18.45,4.37,24.88,20.7,22.1,19.52,0.08
873223,荣亿精密,5.51,24.94,1.1,97505,48272073.63,20.86,12.16,-34.73,3.45,5.54,4.62,4.66,4.41,0.18
832876,慧为智能,13.59,24.68,2.69,66008,81523000.72,25.23,17.27,119.54,2.24,13.9,11.15,11.85,10.9,2.26
