股票代码,股票名称,最新价,涨跌幅,涨跌额,成交量（手）,成交额,振幅,换手率,市盈率,量比,最高,最低,今开,昨收,市净率
920016,N中草,25.6,241.33,18.1,153722,247272852.5,437.33,98.36,37.25,-,45.0,12.2,12.49,7.5,-1.54
430198,微创光电,6.21,29.92,1.43,129350,76354816.21,30.33,18.41,-10.11,17.15,6.21,4.76,4.77,4.78,0.0
300635,中达安,9.82,20.05,1.64,223227,208305747.98,21.03,18.59,144.92,2.2,9.82,8.1,8.2,8.18,0.0
300746,汉嘉设计,11.39,20.02,1.9,405195,448381190.73,11.38,18.26,345.57,6.39,11.39,10.31,10.73,9.49,0.0
300067,安诺其,4.08,20.0,0.68,1602042,603584567.33,23.53,17.09,211.68,3.0,4.08,3.28,3.35,3.4,0.0
300072,海新能科,2.24,19.79,0.37,942971,198822338.45,21.39,4.04,-8.07,6.65,2.24,1.84,1.88,1.87,0.0
300210,森远股份,9.06,17.21,1.33,718500,635280537.3,18.5,14.86,-62.11,3.87,9.28,7.85,7.95,7.73,0.0
836149,旭杰科技,6.72,12.75,0.76,161964,108724811.81,30.7,33.83,25.87,4.45,7.74,5.91,5.91,5.96,-0.88
300197,节能铁汉,1.42,11.81,0.15,1698020,237080930.45,18.11,6.09,-5.12,5.25,1.49,1.26,1.27,1.27,0.0
873001,纬达光电,8.05,10.88,0.79,83264,65301388.12,15.56,9.39,39.3,3.48,8.25,7.12,7.3,7.26,-0.62
873693,阿为特,22.34,10.59,2.14,25405,56364765.26,20.74,11.39,66.76,5.34,24.31,20.12,20.22,20.2,0.04
002717,岭南股份,1.49,10.37,0.14,2451186,356601422.63,8.89,16.72,-4.84,0.82,1.49,1.37,1.39,1.35,0.0
300270,中威电子,5.72,10.21,0.53,344010,195050799.0,20.81,13.41,-22.43,5.39,6.22,5.14,5.19,5.19,0.0
600716,凤凰股份,2.81,10.2,0.26,622132,170696181.0,9.8,6.65,-105.36,12.17,2.81,2.56,2.58,2.55,0.0
000599,青岛双星,3.69,10.15,0.34,180375,64876523.39,10.15,2.21,-26.39,4.09,3.69,3.35,3.35,3.35,0.0
600439,瑞贝卡,2.39,10.14,0.22,292251,69700037.0,1.84,2.58,166.36,2.0,2.39,2.35,2.35,2.17,0.0
600237,铜峰电子,5.01,10.11,0.46,254452,121542919.0,11.87,4.21,33.93,3.3,5.01,4.47,4.54,4.55,0.0
002207,准油股份,4.91,10.09,0.45,298951,141254822.86,11.21,11.46,-46.18,2.62,4.91,4.41,4.5,4.46,0.0
600719,大连热电,5.25,10.06,0.48,414629,211442718.0,10.27,10.25,-25.68,3.57,5.25,4.76,4.83,4.77,0.0
001236,弘业期货,8.97,10.06,0.82,249893,219886225.55,11.17,7.66,353.1,0.55,8.97,8.06,8.09,8.15,0.0
000702,正虹科技,4.93,10.04,0.45,363779,172216172.06,9.82,13.64,-76.14,2.03,4.93,4.49,4.72,4.48,0.0
000761,本钢板材,2.52,10.04,0.23,205030,50140258.25,10.04,0.55,-3.34,2.64,2.52,2.29,2.32,2.29,0.0
600198,大唐电信,5.81,10.04,0.53,273872,155814799.0,10.04,3.11,-61.26,3.69,5.81,5.28,5.33,5.28,0.0
002162,悦心健康,3.07,10.04,0.28,269158,79793429.75,10.39,2.93,581.61,1.81,3.07,2.78,2.79,2.79,0.0
600658,电子城,3.29,10.03,0.3,75046,24690213.0,0.0,0.67,-37.98,1.05,3.29,3.29,3.29,2.99,0.0
600992,贵绳股份,14.28,10.02,1.3,123675,174315268.0,9.17,5.05,192.04,3.02,14.28,13.09,13.14,12.98,0.0
603016,新宏泰,17.47,10.01,1.59,73082,127020032.0,6.11,4.93,34.39,4.73,17.47,16.5,17.47,15.88,0.0
600463,空港股份,9.78,10.01,0.89,234745,223708107.0,8.77,7.82,-27.33,4.62,9.78,9.0,9.01,8.89,0.0
601162,天风证券,2.97,10.0,0.27,12796534,3721103451.0,10.74,14.77,-39.72,1.68,2.97,2.68,2.69,2.7,0.0
600449,宁夏建材,10.12,10.0,0.92,95140,94358528.0,9.78,1.99,46.09,2.26,10.12,9.22,9.25,9.2,0.0
600396,华电辽能,2.31,10.0,0.21,476128,106675981.0,9.52,3.23,14.14,4.6,2.31,2.11,2.12,2.1,0.0
000717,中南股份,1.87,10.0,0.17,778347,142319240.63,10.0,3.21,-5.05,5.75,1.87,1.7,1.74,1.7,0.0
000627,天茂集团,3.41,10.0,0.31,2516531,838218768.7,10.0,5.53,-23.08,0.92,3.41,3.1,3.11,3.1,0.0
000536,华映科技,3.63,10.0,0.33,6659492,2202938661.71,20.0,24.1,-8.9,6.53,3.63,2.97,3.63,3.3,0.0
603398,沐邦高科,17.17,9.99,1.56,245313,412672123.0,9.99,5.66,-24.12,2.34,17.17,15.61,15.61,15.61,0.0
002693,双成药业,6.94,9.98,0.63,28754,19955227.42,0.0,0.7,-84.91,0.22,6.94,6.94,6.94,6.31,0.0
000948,南天信息,16.32,9.97,1.48,855952,1369077578.14,7.41,22.18,126.68,4.32,16.32,15.22,15.3,14.84,0.0
000736,中交地产,8.16,9.97,0.74,563473,452908790.75,9.97,8.1,-3.1,3.95,8.16,7.42,7.43,7.42,0.0
600272,开开实业,10.48,9.97,0.95,274532,281228405.0,12.49,17.16,41.06,1.4,10.48,9.29,9.53,9.53,0.0
000678,襄阳轴承,4.86,9.95,0.44,549481,252753149.01,13.35,11.96,-90.03,1.41,4.86,4.27,4.39,4.42,0.0
