股票代码,股票名称,最新价,涨跌幅,涨跌额,成交量（手）,成交额,振幅,换手率,市盈率,量比,最高,最低,今开,昨收,市净率
300836,佰奥智能,23.81,20.01,3.97,31966,73792361.12,13.61,7.48,23.38,3.12,23.81,21.11,21.46,19.84,0.0
301213,观想科技,34.67,20.01,5.78,10142,35160615.17,0.0,3.53,334.54,1.26,34.67,34.67,34.67,28.89,0.0
688175,高凌信息,21.78,20.0,3.63,19343,41545012.0,7.71,4.63,41.22,6.38,21.78,20.38,20.38,18.15,0.0
300845,捷安高科,16.92,20.0,2.82,196150,324346849.8,9.72,24.99,37.56,11.86,16.92,15.55,16.66,14.1,0.0
300711,广哈通信,17.46,20.0,2.91,158434,275183991.64,3.16,6.39,71.07,1.74,17.46,17.0,17.0,14.55,0.0
300527,中船应急,7.74,20.0,1.29,705681,524516272.25,18.45,7.33,-160.97,6.91,7.74,6.55,6.65,6.45,0.39
300619,金银河,44.36,19.99,7.39,28485,120033346.28,18.53,3.94,31.51,4.23,44.36,37.51,37.51,36.97,0.0
300200,高盟新材,7.15,19.97,1.19,328579,232643387.68,7.21,7.75,14.63,9.16,7.15,6.72,6.72,5.96,0.0
300301,*ST长方,1.4,19.66,0.23,240067,32466489.2,17.95,3.04,-10.21,4.1,1.4,1.19,1.19,1.17,0.0
300920,润阳科技,15.12,17.21,2.22,40498,57743649.6,18.84,6.27,35.95,2.74,15.47,13.04,13.8,12.9,-0.33
837006,晟楠科技,14.99,16.56,2.13,57968,84500886.09,23.87,19.02,29.12,5.95,15.77,12.7,12.84,12.86,0.27
688651,盛邦安全,29.11,15.06,3.81,20179,56685089.0,19.41,11.99,48.49,3.6,30.36,25.45,25.48,25.3,0.41
300822,贝仕达克,10.27,14.24,1.28,63822,63905484.25,14.24,2.87,36.88,3.05,10.5,9.22,9.22,8.99,0.1
300996,普联软件,16.3,14.15,2.02,68822,104006500.13,17.72,5.6,252.32,2.25,16.33,13.8,14.18,14.28,-0.06
300581,晨曦航空,8.76,13.77,1.06,257188,219005752.84,18.05,4.68,837.47,4.65,9.06,7.67,7.7,7.7,-0.79
871642,通易航天,9.67,13.23,1.13,76415,71994616.33,20.49,13.94,86.65,4.24,10.33,8.58,8.6,8.54,-0.21
300397,天和防务,9.18,12.64,1.03,300665,270972448.49,20.37,7.41,-45.12,4.51,9.78,8.12,8.12,8.15,0.11
300482,万孚生物,24.87,12.53,2.77,110664,268426150.76,11.31,3.33,13.44,4.28,25.2,22.7,22.79,22.1,-0.12
300447,全信股份,12.65,12.24,1.38,102065,124246244.89,13.66,5.07,23.39,4.66,12.98,11.44,11.64,11.27,0.16
688788,科思科技,28.09,12.14,3.04,10117,27567745.0,11.82,0.96,-13.73,2.91,28.73,25.77,26.1,25.05,1.01
300667,必创科技,13.19,11.69,1.38,70050,88472790.98,11.26,4.3,73.7,3.27,13.38,12.05,12.3,11.81,0.3
688484,南芯科技,32.09,11.46,3.3,44164,136168705.0,17.33,1.74,52.0,3.05,32.89,27.9,28.4,28.79,-0.34
300722,新余国科,22.6,11.44,2.32,83495,181685602.17,16.22,3.62,68.83,2.97,22.99,19.7,20.0,20.28,0.0
688244,永信至诚,37.26,10.93,3.67,10159,36236594.0,12.71,3.1,83.08,2.54,37.56,33.29,34.66,33.59,-0.16
300761,立华股份,22.8,10.79,2.22,77175,174017077.38,9.72,1.28,58.95,7.36,23.5,21.5,22.0,20.58,0.04
300879,大叶股份,12.5,10.62,1.2,35422,42745306.74,17.17,2.23,-64.8,2.32,12.71,10.77,11.3,11.3,0.08
000961,中南建设,0.84,10.53,0.08,944018,79297288.64,1.32,2.48,-2.01,1.19,0.84,0.83,0.84,0.76,0.0
300108,ST吉药,1.71,10.32,0.16,184151,30664225.64,14.19,2.8,-5.93,2.28,1.78,1.56,1.57,1.55,0.0
688026,洁特生物,10.81,10.31,1.01,20706,21421713.0,11.63,1.48,43.62,1.86,10.87,9.73,9.9,9.8,-0.28
300989,蕾奥规划,21.96,10.13,2.02,168926,377371675.98,11.69,41.71,121.11,3.93,23.5,21.17,22.93,19.94,0.37
002676,顺威股份,4.35,10.13,0.4,449383,186815562.0,9.62,6.24,46.7,3.11,4.35,3.97,4.01,3.95,1.16
002519,银河电子,5.24,10.08,0.48,609713,311609660.48,9.66,5.46,15.7,5.28,5.24,4.78,4.87,4.76,0.0
002730,电光科技,7.76,10.07,0.71,175367,132856669.16,10.78,5.07,23.49,3.27,7.76,7.0,7.0,7.05,0.0
600382,广东明珠,4.7,10.07,0.43,115067,53242239.0,10.07,1.5,13.04,3.71,4.7,4.27,4.29,4.27,0.0
600855,航天长峰,8.42,10.07,0.77,59702,48806961.0,11.63,1.28,-16.97,1.97,8.42,7.53,7.7,7.65,0.0
600189,泉阳泉,7.99,10.06,0.73,189459,146843640.0,9.64,2.65,-252.29,1.78,7.99,7.29,7.29,7.26,0.0
002231,奥维通信,4.17,10.03,0.38,39699,16554278.67,0.0,1.35,-536.26,0.55,4.17,4.17,4.17,3.79,0.0
300162,雷曼光电,4.94,10.02,0.45,173287,86088113.58,21.16,6.4,257.33,3.27,5.39,4.44,4.44,4.49,0.61
003029,吉大正元,19.98,10.02,1.82,186779,367502798.0,11.67,10.93,-35.28,2.62,19.98,17.86,18.16,18.16,0.0
002982,湘佳股份,15.81,10.02,1.44,30271,45623397.91,11.9,3.28,-15.32,2.05,15.81,14.1,14.41,14.37,0.0
605001,威奥股份,6.81,10.02,0.62,284278,193268743.0,2.42,7.24,10.43,6.64,6.81,6.66,6.81,6.19,0.0
603488,展鹏科技,8.68,10.01,0.79,23411,20124562.0,6.97,0.8,31.04,0.96,8.68,8.13,8.19,7.89,0.0
600990,四创电子,17.47,10.01,1.59,35622,62232473.0,0.0,1.32,-8.72,0.95,17.47,17.47,17.47,15.88,0.0
003006,百亚股份,20.11,10.01,1.83,58119,116760138.5,3.94,1.36,21.04,3.62,20.11,19.39,19.39,18.28,0.0
603712,七一二,22.97,10.01,2.09,189669,433508635.0,2.73,2.46,40.32,2.73,22.97,22.4,22.97,20.88,0.0
603657,春光科技,23.85,10.01,2.17,191137,455484714.0,4.98,14.14,131.32,5.54,23.85,22.77,23.85,21.68,0.0
603786,科博达,65.29,10.01,5.94,31775,205990986.0,3.52,0.79,30.1,5.25,65.29,63.2,65.04,59.35,0.0
603507,振江股份,25.74,10.0,2.34,43657,109589011.0,7.69,3.07,19.9,2.78,25.74,23.94,24.28,23.4,0.0
603076,乐惠国际,25.85,10.0,2.35,23169,56117155.0,14.04,1.92,63.17,2.57,25.85,22.55,23.06,23.5,0.0
002568,百润股份,20.57,10.0,1.87,190153,374730571.04,11.18,2.65,24.34,2.4,20.57,18.48,18.68,18.7,0.0
002323,雅博股份,1.54,10.0,0.14,538312,79350102.09,12.86,2.54,-95.17,2.51,1.54,1.36,1.4,1.4,0.0
002296,辉煌科技,8.8,10.0,0.8,73680,64838620.0,0.0,2.12,10.6,1.04,8.8,8.8,8.8,8.0,0.0
000777,中核科技,20.68,10.0,1.88,276452,554515221.67,8.62,7.21,45.77,1.24,20.68,19.06,19.23,18.8,0.0
603267,鸿远电子,33.23,10.0,3.02,59981,190135657.0,10.96,2.59,28.32,3.03,33.23,29.92,30.56,30.21,0.0
000519,中兵红箭,14.09,9.99,1.28,261193,368021571.05,0.0,1.88,23.69,2.12,14.09,14.09,14.09,12.81,0.0
603151,邦基科技,12.77,9.99,1.16,32519,39519466.0,13.78,4.02,23.71,2.28,12.77,11.17,11.43,11.61,0.0
603919,金徽酒,21.26,9.98,1.93,78960,165555494.0,6.57,1.56,12.2,4.56,21.26,19.99,20.13,19.33,0.0
600071,凤凰光学,17.3,9.98,1.57,47313,80126845.0,9.98,1.68,-57.67,2.31,17.3,15.73,15.73,15.73,0.0
603848,好太太,15.11,9.97,1.37,22231,32822885.0,9.83,0.55,19.22,1.86,15.11,13.76,13.81,13.74,0.0
603017,中衡设计,10.26,9.97,0.93,48361,49618109.0,0.0,1.75,26.53,1.9,10.26,10.26,10.26,9.33,0.0
000682,东方电子,10.71,9.96,0.97,571182,592293306.87,10.16,4.26,26.53,4.39,10.71,9.72,9.75,9.74,0.0
301517,陕西华达,51.02,9.96,4.62,52183,274718278.22,11.06,23.36,69.95,4.17,54.54,49.41,49.99,46.4,-0.33
603838,四通股份,6.19,9.95,0.56,210492,124403411.0,13.14,6.58,-53.02,4.04,6.19,5.45,5.6,5.63,0.0
000561,烽火电子,7.74,9.94,0.7,233949,178079392.58,6.82,3.89,89.36,4.1,7.74,7.26,7.47,7.04,0.0
301325,曼恩斯特,67.82,9.9,6.11,21684,146148174.94,13.6,8.26,24.33,2.55,71.67,63.28,63.5,61.71,-0.6
688480,赛恩斯,33.54,9.86,3.01,17145,55667165.0,9.11,2.75,10.01,6.57,34.26,31.48,31.66,30.53,-0.06
300636,同和药业,10.04,9.61,0.88,116730,114803489.56,12.99,3.2,40.51,2.03,10.29,9.1,9.1,9.16,-0.59
300644,南京聚隆,16.45,9.38,1.41,41379,65665544.15,11.24,4.84,24.44,2.36,16.87,15.18,16.2,15.04,1.11
603678,火炬电子,21.27,9.3,1.81,54923,113136606.0,9.76,1.2,30.66,3.04,21.38,19.48,19.5,19.46,0.05
300423,昇辉科技,5.56,9.02,0.46,141526,75798125.29,14.71,4.36,-4.15,1.98,5.65,4.9,4.94,5.1,-0.36
688358,祥生医疗,30.24,8.86,2.46,20170,59257119.0,12.24,1.8,18.61,2.57,30.73,27.33,27.47,27.78,-0.17
688682,霍莱沃,28.54,8.68,2.28,8955,24826343.0,12.07,1.23,75.65,1.53,29.0,25.83,26.4,26.26,0.99
002651,利君股份,6.06,8.6,0.48,398282,241428638.31,6.63,7.04,51.79,8.17,6.14,5.77,5.9,5.58,-0.16
603486,科沃斯,42.18,8.6,3.34,137563,564994042.0,9.58,2.42,30.21,3.88,42.72,39.0,39.4,38.84,0.43
300863,卡倍亿,43.4,8.55,3.42,22639,95715387.76,11.33,6.76,23.25,3.38,43.68,39.15,39.8,39.98,0.74
688283,坤恒顺维,36.0,8.47,2.81,9469,32885176.0,12.2,1.61,249.08,2.46,36.47,32.42,33.88,33.19,0.0
688092,爱科科技,33.59,8.35,2.59,16220,53747306.0,7.61,2.74,26.45,2.74,34.3,31.94,32.0,31.0,0.33
688363,华熙生物,57.93,8.14,4.36,28520,160769117.0,8.92,1.44,47.5,4.8,57.98,53.2,53.54,53.57,-0.05
300566,激智科技,13.46,8.11,1.01,91115,121181124.66,7.07,3.99,18.04,3.3,13.79,12.91,13.01,12.45,-0.07
002977,天箭科技,27.58,8.07,2.06,38873,106636067.64,8.86,5.95,54.7,3.9,28.07,25.81,26.13,25.52,0.04
603506,南都物业,8.73,7.91,0.64,80912,71141871.0,4.7,4.31,8.82,4.87,8.9,8.52,8.64,8.09,0.46
300994,久祺股份,12.19,7.88,0.89,105621,123893404.5,17.08,13.57,33.05,2.95,12.85,10.92,11.21,11.3,0.91
301538,骏鼎达,94.85,7.85,6.9,21141,196634353.99,8.57,22.29,20.8,2.53,96.7,89.16,91.99,87.95,0.43
603579,荣泰健康,23.98,7.68,1.71,66008,150690957.0,9.34,4.75,16.44,1.64,24.06,21.98,22.0,22.27,1.61
688351,微电生理-U,23.42,7.63,1.66,13974,31778591.0,8.73,1.13,1937.49,1.41,23.45,21.55,21.96,21.76,0.09
688687,凯因科技,26.3,7.61,1.86,45790,116636418.0,9.49,2.68,50.76,1.29,26.49,24.17,24.17,24.44,0.0
688575,亚辉龙,22.58,7.47,1.57,45251,99615769.0,9.61,1.69,48.58,1.81,22.85,20.83,21.05,21.01,0.09
831961,创远信科,10.8,7.46,0.75,30249,33720869.91,12.04,2.87,45.95,3.15,11.87,10.66,11.87,10.05,0.0
